P_kPa,G_kg_m2s,X,D_mm,CHF_kW_m2,P_reduced,rho_l_kg_m3,rho_g_kg_m3,density_ratio
17650.0,1005.0,0.255,8.030000000000001,794.0,0.7999456127629531,551.3909763248495,128.21247290089943,4.300603239678886
9800.0,770.0,0.588,15.100000000000001,561.0,0.44416243654826854,691.7560518697336,54.09972130963916,12.786684203241556
3000.0,3063.0,0.345,10.0,1673.0,0.13596809282089853,821.9004215420163,15.000518633607255,54.79146698972297
1603.0,1005.3,-0.029,8.0,5968.7,0.07265228426396678,862.9474302233832,8.09613991351296,106.58751447502412
112.0,92.2,0.975,9.299999999999999,211.0,0.005076142131980212,956.3182214735536,0.6563538129603745,1457.0163265453423
9800.0,1585.0,0.384,11.0,526.0,0.44416243654826854,691.7560518697336,54.09972130963916,12.786684203241556
1079.0,483.0,0.567,9.99,3379.0,0.0489031907179165,883.5461777340955,5.532528246883243,159.70025606861427
13730.0,1003.0,0.441,8.01,547.0,0.6222806381436456,625.8937996738728,84.61112878050665,7.397298779662078
20000.0,312.0,0.199,10.0,1189.0,0.9064539521393236,490.18783526255623,170.49669147405464,2.8750577563972883
9810.0,2000.0,0.005,8.01,3490.0,0.4446156635243382,691.5892934498335,54.16750050295774,12.767605797355744
1373.0,164.0,0.888,10.0,999.0,0.06222806381436456,871.4199275901694,6.971374926172305,124.99972198004136
5516.0,488.7,0.802,9.5,1321.95,0.2500000000000254,767.2095297279967,28.14449166770353,27.25966909568979
17650.0,1500.0,0.373,8.200000000000001,293.0,0.7999456127629531,551.3909763248495,128.21247290089943,4.300603239678886
6890.0,1342.0,0.52,15.0,1121.0,0.312273386511997,741.6922761882145,35.88457012021239,20.668835482870893
11135.1,2050.6,0.318,9.32,976.008,0.5046727701233291,669.5712605482262,63.532582247248314,10.539021662026435
13720.0,1429.0,0.207,15.100000000000001,766.0,0.621827411167576,626.066266128415,84.52122036626805,7.407208076449812
308.0,149.0,0.606,6.0,1325.0,0.013959390862945583,931.039528246268,1.6920763510092875,550.2349392750053
6860.0,2001.0,0.453,7.8,870.0,0.310913705583788,742.2306911325637,35.71045357605859,20.784689546205552
14700.0,2718.0,0.035,6.07,2517.0,0.6662436548224028,608.9003957823116,93.73123539933255,6.496237814301203
13730.0,500.0,0.46,8.0,1170.0,0.6222806381436456,625.8937996738728,84.61112878050665,7.397298779662078
18000.0,516.0,0.278,10.0,772.0,0.8158085569253912,543.5379160531284,133.30286754604703,4.077466044497304
19610.0,786.0,-0.108,10.0,965.0,0.8887781000726067,502.05747149820195,161.7232462066966,3.104423657539796
12010.0,1005.9,0.497,8.11,455.0,0.5443255982596638,655.0129803444866,70.18408952946216,9.332784463486167
17650.0,1997.0,-0.079,8.0,2420.0,0.7999456127629531,551.3909763248495,128.21247290089943,4.300603239678886
18000.0,1639.0,0.341,10.01,583.0,0.8158085569253912,543.5379160531284,133.30286754604703,4.077466044497304
16000.0,681.0,0.138,10.0,2245.0,0.7251631617114588,584.9877289150147,107.42469114931541,5.445561189483976
15690.0,2010.0,0.277,8.200000000000001,732.0,0.7111131254532993,590.8425584907716,103.98166883966594,5.68217999464712
12010.0,3010.9,0.306,8.11,715.0,0.5443255982596638,655.0129803444866,70.18408952946216,9.332784463486167
11029.0,2034.0,0.017,14.1,2899.1,0.49986403190722994,671.3324701276346,62.75288399242705,10.698033738316317
9800.0,1517.0,0.399,10.8,949.0,0.44416243654826854,691.7560518697336,54.09972130963916,12.786684203241556
18000.0,567.0,0.469,10.01,473.0,0.8158085569253912,543.5379160531284,133.30286754604703,4.077466044497304
6870.0,691.7,0.948,12.6,637.0,0.31136693255985765,742.0511418862062,35.768465423735464,20.745959690901117
6453.0,3860.0,0.177,15.100000000000001,1568.0,0.2924673676577527,749.608034329725,33.37183326928391,22.462297119879203
9800.0,2719.0,0.484,8.05,352.0,0.44416243654826854,691.7560518697336,54.09972130963916,12.786684203241556
17650.0,546.0,0.252,10.8,718.0,0.7999456127629531,551.3909763248495,128.21247290089943,4.300603239678886
2442.0,1712.0,0.275,9.96,4216.0,0.11067802755621141,836.7369023890068,12.220667087084536,68.46900389532055
17650.0,2036.0,0.403,8.05,443.0,0.7999456127629531,551.3909763248495,128.21247290089943,4.300603239678886
11760.0,2004.0,0.229,7.95,1244.0,0.5329949238579222,659.1822548452111,68.24138482743484,9.659567380001386
6984.0,2202.8,0.503,5.98,611.5,0.3165337200870518,740.0096993288419,36.43171706639422,20.312237767443865
9800.0,4071.0,0.079,8.0,2283.0,0.44416243654826854,691.7560518697336,54.09972130963916,12.786684203241556
2940.0,995.0,0.469,8.0,3752.0,0.13324873096448056,823.4247180620403,14.699786870569966,56.01609909804856
11066.1,4099.9,0.201,9.32,1253.742,0.5015455039884484,670.7166731202843,63.02489170807121,10.642091639395705
17650.0,985.0,0.173,7.95,974.0,0.7999456127629531,551.3909763248495,128.21247290089943,4.300603239678886
9810.0,502.0,0.564,8.01,1870.0,0.4446156635243382,691.5892934498335,54.16750050295774,12.767605797355744
5000.0,754.1,0.924,8.11,479.0,0.2266134880348309,777.3689539624161,25.351198370023667,30.663992392628277
17650.0,1001.0,-0.097,10.8,1407.0,0.7999456127629531,551.3909763248495,128.21247290089943,4.300603239678886
4007.0,4044.0,0.331,8.0,1734.0,0.18160804931111346,798.2133686428706,20.126141651580642,39.66052621815774
9810.0,1000.0,0.567,8.01,628.0,0.4446156635243382,691.5892934498335,54.16750050295774,12.767605797355744
9900.0,1919.0,0.204,8.0,2500.0,0.44869470630896513,690.0891566500306,54.77934688137469,12.597615633213493
1020.0,821.0,0.457,13.100000000000001,1464.0,0.0462291515591055,886.2067011134552,5.243192524472363,169.02043878364674
2295.0,747.0,0.515,12.9,3469.0,0.10401559100798738,840.9299360785733,11.49404915481894,73.16220113135752
1128.0,646.0,0.63,6.07,1772.0,0.05112400290065785,881.4013260554881,5.77261826220092,152.68657756687296
11760.0,2623.0,0.128,10.01,1444.0,0.5329949238579222,659.1822548452111,68.24138482743484,9.659567380001386
6870.0,2011.1,0.324,9.51,2395.0,0.31136693255985765,742.0511418862062,35.768465423735464,20.745959690901117
4021.0,311.0,0.815,10.0,1784.0,0.182242567077611,797.9049163148262,20.198546483965618,39.50308587542345
8616.0,1620.4,0.166,14.1,2526.8,0.3905003625816206,711.6583705460588,46.3456828278915,15.355440401835498
13720.0,962.0,0.28,11.05,1088.0,0.621827411167576,626.066266128415,84.52122036626805,7.407208076449812
9800.0,3475.0,0.267,7.4,1163.0,0.44416243654826854,691.7560518697336,54.09972130963916,12.786684203241556
13720.0,1495.0,0.105,7.95,1849.0,0.621827411167576,626.066266128415,84.52122036626805,7.407208076449812
6894.8,6767.6,-0.0118,11.2,4380.49,0.31249093546051043,741.6061944005673,35.91245134346458,20.650391901903024
5880.0,3441.0,0.356,5.78,1829.0,0.2664974619289611,760.2563964351368,30.15040560032466,25.215461659558912
11760.0,962.0,0.077,11.05,2824.0,0.5329949238579222,659.1822548452111,68.24138482743484,9.659567380001386
9800.0,1527.0,0.577,8.05,159.0,0.44416243654826854,691.7560518697336,54.09972130963916,12.786684203241556
14710.0,1500.0,0.436,8.200000000000001,372.0,0.6666968817984724,608.7220787606284,93.8296671468486,6.487522521080084
13730.0,2002.0,0.127,7.99,1441.0,0.6222806381436456,625.8937996738728,84.61112878050665,7.397298779662078
6860.0,1984.0,0.33,10.8,1953.0,0.310913705583788,742.2306911325637,35.71045357605859,20.784689546205552
6870.0,4055.6,0.268,9.51,2080.0,0.31136693255985765,742.0511418862062,35.768465423735464,20.745959690901117
5001.0,2442.0,0.247,9.979999999999999,2933.0,0.22665881073243785,777.348880270373,25.35655721713028,30.65672021693918
12750.0,2195.0,0.143,8.0,1553.0,0.5778643944888188,642.5979576297052,76.15045398615318,8.43853088185859
13790.0,949.0,0.327,10.5,814.0,0.6250000000000636,624.8579813954788,85.15223372759066,7.338127892151994
6964.0,5505.4,0.231,9.4,2047.0,0.31562726613491243,740.3671360954952,36.31510102788222,20.387307625195692
9810.0,1513.9,0.275,10.8,1749.0,0.4446156635243382,691.5892934498335,54.16750050295774,12.767605797355744
2305.0,426.0,0.707,13.100000000000001,1465.0,0.10446881798405704,840.6402950211534,11.543413072037712,72.82424095673106
9810.0,501.0,0.802,8.01,544.0,0.4446156635243382,691.5892934498335,54.16750050295774,12.767605797355744
13720.0,2030.0,0.303,8.05,317.0,0.621827411167576,626.066266128415,84.52122036626805,7.407208076449812
9800.0,3983.0,0.055,8.0,2911.0,0.44416243654826854,691.7560518697336,54.09972130963916,12.786684203241556
2697.0,1611.0,0.607,3.94,1425.0,0.12223531544598779,829.7634853282248,13.486478499143358,61.525585450711255
12010.0,1003.5,0.456,8.11,247.0,0.5443255982596638,655.0129803444866,70.18408952946216,9.332784463486167
9800.0,1164.0,0.198,10.0,3257.0,0.44416243654826854,691.7560518697336,54.09972130963916,12.786684203241556
14710.0,2500.0,0.131,7.7,1500.0,0.6666968817984724,608.7220787606284,93.8296671468486,6.487522521080084
13720.0,504.0,0.538,10.8,618.0,0.621827411167576,626.066266128415,84.52122036626805,7.407208076449812
13790.0,949.0,0.361,10.5,760.0,0.6250000000000636,624.8579813954788,85.15223372759066,7.338127892151994
17650.0,4000.0,-0.387,8.01,5480.0,0.7999456127629531,551.3909763248495,128.21247290089943,4.300603239678886
7840.0,2706.0,0.185,8.02,2539.0,0.35532994923861483,724.9617817794069,41.52966689381496,17.456479572374704
6860.0,500.0,0.693,8.01,1800.0,0.310913705583788,742.2306911325637,35.71045357605859,20.784689546205552
9800.0,2718.0,0.143,8.0,2077.0,0.44416243654826854,691.7560518697336,54.09972130963916,12.786684203241556
1100.0,3285.0,-0.1384,10.0,9900.0,0.049854967367662796,882.6200606588436,5.635444523899245,156.6194213989256
5020.0,1251.8,0.681,8.11,809.0,0.2275199419869702,776.9677832147523,25.45841450331889,30.519095488584444
6895.0,2725.6,0.453,6.17,1018.3,0.3125000000000318,741.6026080444277,35.91361319646985,20.64962397371156
18000.0,786.0,0.072,10.0,1286.0,0.8158085569253912,543.5379160531284,133.30286754604703,4.077466044497304
9810.0,2002.0,0.101,8.0,3340.0,0.4446156635243382,691.5892934498335,54.16750050295774,12.767605797355744
15690.0,1139.0,-0.051,10.0,2245.0,0.7111131254532993,590.8425584907716,103.98166883966594,5.68217999464712
7840.0,2206.0,0.247,8.02,2480.0,0.35532994923861483,724.9617817794069,41.52966689381496,17.456479572374704
9800.0,1604.0,0.247,6.07,2495.0,0.44416243654826854,691.7560518697336,54.09972130963916,12.786684203241556
13720.0,1013.0,-0.104,7.82,3201.0,0.621827411167576,626.066266128415,84.52122036626805,7.407208076449812
9800.0,1497.0,0.312,10.0,1795.0,0.44416243654826854,691.7560518697336,54.09972130963916,12.786684203241556
2363.0,727.0,0.611,13.100000000000001,1500.0,0.10709753444526107,838.9732921770524,11.829909972989986,70.9196683738586
17650.0,3469.0,0.063,7.4,2035.0,0.7999456127629531,551.3909763248495,128.21247290089943,4.300603239678886
1324.0,1128.0,0.571,3.94,1808.0,0.06000725163162322,873.3279099232138,6.731759655606939,129.73248520478768
2010.0,400.0,0.698,9.96,2059.0,0.09109862219000202,849.4867342038904,10.090789565973381,84.18436720436623
15690.0,1010.0,0.49,8.200000000000001,337.0,0.7111131254532993,590.8425584907716,103.98166883966594,5.68217999464712
19620.0,2219.4,0.153,10.4,1100.0,0.8892313270486764,501.76425912797146,161.93565987866165,3.0985408618703456
7840.0,2733.0,0.006,10.8,4105.0,0.35532994923861483,724.9617817794069,41.52966689381496,17.456479572374704
6999.0,2587.0,0.348,8.0,1896.0,0.3172135605511563,739.7418170223516,36.51925103309383,20.25621545063988
12476.0,2035.4,0.073,14.1,2060.0,0.56544597534451,647.2101879797591,73.90207336339947,8.75767293831156
14710.0,1018.0,-0.252,7.82,5210.0,0.6666968817984724,608.7220787606284,93.8296671468486,6.487522521080084
1618.0,436.0,0.709,13.100000000000001,970.0,0.07333212472807127,862.4195805977472,8.169524641176716,105.56545435347712
10343.0,5438.0,0.002,12.8,3533.0,0.46877266134885115,682.7198725537742,57.8404031508629,11.803511652106957
2000.0,751.4,0.756,8.11,1122.0,0.09064539521393235,849.798475287243,10.041667514890001,84.62722690500792
14000.0,1574.0,0.232,10.01,979.0,0.6345177664975264,621.2182739433729,87.06886131799513,7.13479267489836
2471.0,254.0,0.93,7.760000000000001,340.0,0.11199238578681342,835.9254497067924,12.364268136146814,67.60816252948872
12000.0,500.5,0.683,7.9799999999999995,156.0,0.5438723712835941,655.1799465527706,70.1057039157811,9.345601141668114
13720.0,1501.0,0.366,10.8,434.0,0.621827411167576,626.066266128415,84.52122036626805,7.407208076449812
12750.0,999.0,0.478,8.0,692.0,0.5778643944888188,642.5979576297052,76.15045398615318,8.43853088185859
6860.0,501.0,0.887,8.0,1540.0,0.310913705583788,742.2306911325637,35.71045357605859,20.784689546205552
12750.0,999.0,0.489,8.0,556.0,0.5778643944888188,642.5979576297052,76.15045398615318,8.43853088185859
19610.0,1499.0,0.372,5.8500000000000005,497.0,0.8887781000726067,502.05747149820195,161.7232462066966,3.104423657539796
17650.0,2748.0,-0.016,10.8,2093.0,0.7999456127629531,551.3909763248495,128.21247290089943,4.300603239678886
1138.0,242.0,0.684,9.99,1991.0,0.05157722987672751,880.9703876111109,5.821596637350049,151.32796765049025
10343.0,2806.9,0.098,6.22,3880.2,0.46877266134885115,682.7198725537742,57.8404031508629,11.803511652106957
2940.0,990.0,0.676,8.0,1408.0,0.13324873096448056,823.4247180620403,14.699786870569966,56.01609909804856
2795.0,256.0,0.85,13.100000000000001,1008.0,0.12667693981147046,827.1738247607982,13.974922026915293,59.18987048140129
12750.0,989.0,0.079,8.0,2287.0,0.5778643944888188,642.5979576297052,76.15045398615318,8.43853088185859
294.0,200.0,0.7939,12.0,755.0,0.013324873096448055,932.41108261763,1.6198374682504237,575.6201476341458
17650.0,2036.0,0.507,8.05,298.0,0.7999456127629531,551.3909763248495,128.21247290089943,4.300603239678886
101.0,1497.4,0.081,8.0,3269.0,0.004577592458303584,958.4320448434393,0.5958636449701911,1608.4754506064658
15690.0,1986.0,0.369,8.030000000000001,260.0,0.7111131254532993,590.8425584907716,103.98166883966594,5.68217999464712
10000.0,3323.0,0.333,10.0,919.0,0.4532269760696618,688.423692322029,55.46308524399162,12.412286285437153
1177.0,608.0,0.531,13.100000000000001,1485.0,0.05334481508339919,879.3106551839993,6.0125572378882906,146.24570218525315
14700.0,3191.0,0.011,8.0,2577.0,0.6662436548224028,608.9003957823116,93.73123539933255,6.496237814301203
2059.0,615.0,0.596,10.0,2807.0,0.09331943437274336,847.97121595178,10.331591189125763,82.07556807360798
2059.0,474.0,0.666,10.0,2313.0,0.09331943437274336,847.97121595178,10.331591189125763,82.07556807360798
7840.0,993.0,0.319,7.92,3616.0,0.35532994923861483,724.9617817794069,41.52966689381496,17.456479572374704
6860.0,1504.0,-0.1,7.82,7937.0,0.310913705583788,742.2306911325637,35.71045357605859,20.784689546205552
2940.0,996.0,0.693,8.0,1065.0,0.13324873096448056,823.4247180620403,14.699786870569966,56.01609909804856
15690.0,682.0,0.522,10.01,370.0,0.7111131254532993,590.8425584907716,103.98166883966594,5.68217999464712
13730.0,1009.0,0.356,8.01,759.0,0.6222806381436456,625.8937996738728,84.61112878050665,7.397298779662078
12750.0,1012.0,0.344,8.0,982.0,0.5778643944888188,642.5979576297052,76.15045398615318,8.43853088185859
7850.0,1595.0,0.437,8.0,1700.0,0.35578317621468447,724.7885535948081,41.59050611541581,17.426778880340677
5880.0,3328.0,0.379,5.8500000000000005,1368.0,0.2664974619289611,760.2563964351368,30.15040560032466,25.215461659558912
13720.0,3297.0,0.199,8.05,1046.0,0.621827411167576,626.066266128415,84.52122036626805,7.407208076449812
13720.0,773.0,0.467,15.100000000000001,554.0,0.621827411167576,626.066266128415,84.52122036626805,7.407208076449812
13730.0,2000.0,0.3,8.01,684.0,0.6222806381436456,625.8937996738728,84.61112878050665,7.397298779662078
114.0,90.9,0.919,9.299999999999999,159.0,0.005166787527194144,955.9485983509389,0.6673096168665763,1432.5413184358076
4900.0,2004.0,0.5,8.0,1218.0,0.22208121827413427,779.384511560518,24.816348684583176,31.40609126131034
20000.0,1893.0,0.434,10.0,434.0,0.9064539521393236,490.18783526255623,170.49669147405464,2.8750577563972883
12750.0,3250.0,0.121,8.0,1772.0,0.5778643944888188,642.5979576297052,76.15045398615318,8.43853088185859
11760.0,2800.0,0.253,8.05,924.0,0.5329949238579222,659.1822548452111,68.24138482743484,9.659567380001386
17650.0,3335.0,0.283,5.78,1147.0,0.7999456127629531,551.3909763248495,128.21247290089943,4.300603239678886
11760.0,953.0,0.237,7.9,2291.0,0.5329949238579222,659.1822548452111,68.24138482743484,9.659567380001386
6541.0,2090.0,0.339,15.100000000000001,1131.0,0.29645576504716575,748.0009138583981,33.87382120847056,22.081976203834703
6870.0,2022.2,0.242,12.6,2235.0,0.31136693255985765,742.0511418862062,35.768465423735464,20.745959690901117
11760.0,999.0,0.463,8.05,912.0,0.5329949238579222,659.1822548452111,68.24138482743484,9.659567380001386
9800.0,4640.0,0.087,7.8,2209.0,0.44416243654826854,691.7560518697336,54.09972130963916,12.786684203241556
127.0,99.0,0.602,12.0,824.0,0.005755982596084705,953.6433045812227,0.7382305936181299,1291.7959683942886
9810.0,2000.0,0.324,8.01,1041.0,0.4446156635243382,691.5892934498335,54.16750050295774,12.767605797355744
12750.0,3164.0,0.209,11.0,982.0,0.5778643944888188,642.5979576297052,76.15045398615318,8.43853088185859
14010.0,1251.7,0.428,8.11,268.0,0.6349709934735961,621.0443750270431,87.1610292844573,7.125252881080751
12750.0,1598.0,0.34,8.0,419.0,0.5778643944888188,642.5979576297052,76.15045398615318,8.43853088185859
20000.0,1152.0,0.125,10.01,709.0,0.9064539521393236,490.18783526255623,170.49669147405464,2.8750577563972883
14710.0,1537.0,0.186,10.75,818.0,0.6666968817984724,608.7220787606284,93.8296671468486,6.487522521080084
14700.0,1016.0,0.037,8.0,1812.0,0.6662436548224028,608.9003957823116,93.73123539933255,6.496237814301203
13720.0,771.0,0.476,15.100000000000001,419.0,0.621827411167576,626.066266128415,84.52122036626805,7.407208076449812
15560.0,2018.2,0.264,13.4,819.7,0.7052211747643937,593.2660345801426,102.57331709427659,5.783824208735137
11760.0,6993.0,0.281,10.0,1589.0,0.5329949238579222,659.1822548452111,68.24138482743484,9.659567380001386
5880.0,4444.0,0.199,3.9899999999999998,3119.0,0.2664974619289611,760.2563964351368,30.15040560032466,25.215461659558912
18000.0,3993.3,0.442,8.11,713.0,0.8158085569253912,543.5379160531284,133.30286754604703,4.077466044497304
9980.0,6032.2,0.275,8.11,1728.0,0.45232052211752244,688.7566782765495,55.32600564060175,12.44905845454883
13720.0,3778.0,-0.457,4.75,9966.0,0.621827411167576,626.066266128415,84.52122036626805,7.407208076449812
134.0,161.4,0.768,9.299999999999999,561.0,0.006073241479333468,952.4652282051002,0.7762232064424655,1227.0506992059352
17700.0,1007.0,-0.039,8.0,1427.0,0.8022117476433014,550.2885374620565,128.92206334959903,4.268381401636697
12750.0,999.0,0.42,8.0,828.0,0.5778643944888188,642.5979576297052,76.15045398615318,8.43853088185859
1981.0,365.0,0.822,10.0,990.0,0.08978426395939999,850.3931244590963,9.948354735349309,85.48078019749434
11760.0,1007.0,0.461,10.75,548.0,0.5329949238579222,659.1822548452111,68.24138482743484,9.659567380001386
17650.0,1005.0,0.205,8.030000000000001,1020.0,0.7999456127629531,551.3909763248495,128.21247290089943,4.300603239678886
5880.0,1439.0,0.505,7.95,2151.0,0.2664974619289611,760.2563964351368,30.15040560032466,25.215461659558912
13720.0,2030.0,0.295,8.05,346.0,0.621827411167576,626.066266128415,84.52122036626805,7.407208076449812
7850.0,3185.0,0.232,8.0,2006.0,0.35578317621468447,724.7885535948081,41.59050611541581,17.426778880340677
17650.0,1007.0,0.212,8.0,900.0,0.7999456127629531,551.3909763248495,128.21247290089943,4.300603239678886
119.0,119.3,0.899,9.299999999999999,233.0,0.005393401015228975,955.0426452776107,0.6946454219570483,1374.8635132251163
10000.0,1229.0,0.176,10.0,3508.0,0.4532269760696618,688.423692322029,55.46308524399162,12.412286285437153
9800.0,1620.0,0.391,8.0,1398.0,0.44416243654826854,691.7560518697336,54.09972130963916,12.786684203241556
7850.0,2708.0,0.246,6.07,2345.0,0.35578317621468447,724.7885535948081,41.59050611541581,17.426778880340677
2940.0,2690.0,0.376,8.0,3086.0,0.13324873096448056,823.4247180620403,14.699786870569966,56.01609909804856
1785.0,777.0,0.501,12.9,3458.0,0.08090101522843463,856.7189442618563,8.98707545494528,95.32789043074443
16020.0,502.4,0.628,7.9799999999999995,123.0,0.7260696156635982,584.6060953230874,107.65108501024167,5.430563893224758
9810.0,4031.0,0.105,7.95,1939.0,0.4446156635243382,691.5892934498335,54.16750050295774,12.767605797355744
7032.7,4091.7,0.296,9.32,1575.925,0.318740935460511,739.1405797815238,36.71613626432575,20.13121899483988
16000.0,331.0,0.547,10.0,1423.0,0.7251631617114588,584.9877289150147,107.42469114931541,5.445561189483976
5880.0,2004.0,0.466,7.95,1802.0,0.2664974619289611,760.2563964351368,30.15040560032466,25.215461659558912
9810.0,2000.0,0.213,8.01,1583.0,0.4446156635243382,691.5892934498335,54.16750050295774,12.767605797355744
15690.0,1528.0,0.322,10.75,487.0,0.7111131254532993,590.8425584907716,103.98166883966594,5.68217999464712
10446.0,6468.0,0.05,11.2,2461.0,0.4734408992023687,681.0090565031933,58.56426151096839,11.628406795083523
1677.0,1021.0,0.634,3.94,1774.0,0.07600616388688228,860.3695987699649,8.458238305560972,101.7197160553285
13630.0,4049.0,0.213,7.779999999999999,1170.0,0.617748368382949,627.6163306408887,83.71555245419003,7.49700996101443
1549.0,435.0,0.633,9.99,3384.0,0.0702048585931906,864.8711080438383,7.832001660500657,110.42785044411646
15690.0,2784.0,0.259,10.8,760.0,0.7111131254532993,590.8425584907716,103.98166883966594,5.68217999464712
500.0,4847.0,-0.096,8.0,9687.0,0.022661348803483087,915.2900274780151,2.6680480129857886,343.05605559688644
10997.2,2033.0,0.225,9.32,1370.068,0.4984227701233285,671.8602647930485,62.52026939385189,10.746279107669965
1000.0,4851.0,-0.118,8.0,9610.0,0.045322697606966174,887.1292659772964,5.145040779948233,172.4241466529683
17700.0,2212.0,0.1,8.0,1462.0,0.8022117476433014,550.2885374620565,128.92206334959903,4.268381401636697
13790.0,950.2,0.353,10.46,820.3,0.6250000000000636,624.8579813954788,85.15223372759066,7.338127892151994
101.3,484.8,0.2757,4.0,2409.0,0.004591189267585674,958.3724572618909,0.5975188502670592,1603.920038394687
1049.0,302.0,0.685,9.96,1524.0,0.04754350978970752,884.8878944284481,5.385445665738733,164.31098730750375
14700.0,2190.0,0.139,8.0,1578.0,0.6662436548224028,608.9003957823116,93.73123539933255,6.496237814301203
1128.0,986.0,0.566,6.01,2386.0,0.05112400290065785,881.4013260554881,5.77261826220092,152.68657756687296
17650.0,1494.0,0.39,8.200000000000001,212.0,0.7999456127629531,551.3909763248495,128.21247290089943,4.300603239678886
9800.0,1499.0,0.42,5.8100000000000005,1264.0,0.44416243654826854,691.7560518697336,54.09972130963916,12.786684203241556
14710.0,700.0,0.533,10.4,337.0,0.6666968817984724,608.7220787606284,93.8296671468486,6.487522521080084
14700.0,2179.0,0.214,8.0,1259.0,0.6662436548224028,608.9003957823116,93.73123539933255,6.496237814301203
3364.0,601.0,0.758,10.0,1491.0,0.15246555474983423,812.9569071241765,16.835520350075168,48.288196041445595
13720.0,1014.0,0.437,10.75,490.0,0.621827411167576,626.066266128415,84.52122036626805,7.407208076449812
11760.0,962.0,0.109,11.05,2476.0,0.5329949238579222,659.1822548452111,68.24138482743484,9.659567380001386
13720.0,5051.0,-0.105,5.8100000000000005,6861.0,0.621827411167576,626.066266128415,84.52122036626805,7.407208076449812
6964.0,5627.4,0.252,9.4,1622.7,0.31562726613491243,740.3671360954952,36.31510102788222,20.387307625195692
9800.0,3312.0,0.317,6.8,1430.0,0.44416243654826854,691.7560518697336,54.09972130963916,12.786684203241556
12750.0,1000.0,0.255,8.0,1439.0,0.5778643944888188,642.5979576297052,76.15045398615318,8.43853088185859
6854.0,1328.9,0.536,12.62,1052.4,0.3106417693981462,742.3384581004701,35.67565940640471,20.807981420721855
15690.0,4997.0,0.279,5.78,1615.0,0.7111131254532993,590.8425584907716,103.98166883966594,5.68217999464712
207.0,3037.4,-0.035,2.39,8099.8,0.009381798404641999,942.0545867620074,1.1660275816841905,807.9179271225469
3000.0,1002.2,0.723,8.11,547.0,0.13596809282089853,821.9004215420163,15.000518633607255,54.79146698972297
13720.0,2015.0,0.295,8.200000000000001,651.0,0.621827411167576,626.066266128415,84.52122036626805,7.407208076449812
6860.0,1493.0,0.625,5.78,908.0,0.310913705583788,742.2306911325637,35.71045357605859,20.784689546205552
10000.0,349.0,0.968,10.01,517.0,0.4532269760696618,688.423692322029,55.46308524399162,12.412286285437153
11760.0,2745.0,-0.06,10.8,4093.0,0.5329949238579222,659.1822548452111,68.24138482743484,9.659567380001386
13730.0,501.0,0.618,8.01,396.0,0.6222806381436456,625.8937996738728,84.61112878050665,7.397298779662078
9900.0,2007.0,0.361,7.79,1020.0,0.44869470630896513,690.0891566500306,54.77934688137469,12.597615633213493
20000.0,1025.0,0.469,10.0,252.0,0.9064539521393236,490.18783526255623,170.49669147405464,2.8750577563972883
12750.0,2004.0,0.371,8.0,532.0,0.5778643944888188,642.5979576297052,76.15045398615318,8.43853088185859
13720.0,1014.0,0.424,10.75,537.0,0.621827411167576,626.066266128415,84.52122036626805,7.407208076449812
6443.0,2150.0,0.304,15.2,1677.0,0.2920141406816831,749.7911038646116,33.314914514846585,22.506169227313247
17650.0,1520.0,0.177,10.8,859.0,0.7999456127629531,551.3909763248495,128.21247290089943,4.300603239678886
17650.0,1010.0,0.368,8.200000000000001,547.0,0.7999456127629531,551.3909763248495,128.21247290089943,4.300603239678886
17650.0,1991.0,0.459,8.05,243.0,0.7999456127629531,551.3909763248495,128.21247290089943,4.300603239678886
3550.0,292.0,0.809,13.100000000000001,1487.0,0.16089557650472994,808.5667082494225,17.78063646249008,45.47456498282105
14000.0,1177.0,0.173,10.0,1407.0,0.6345177664975264,621.2182739433729,87.06886131799513,7.13479267489836
106.0,148.0,0.727,8.0,499.0,0.0048042059463384145,957.4535478078427,0.6234094763270974,1535.834125346974
7030.0,2025.0,0.51,5.58,1120.0,0.3186185641769722,739.1887194531164,36.70035054781424,20.14118961861361
17650.0,1008.0,0.464,7.8,488.0,0.7999456127629531,551.3909763248495,128.21247290089943,4.300603239678886
117.0,92.2,0.892,9.299999999999999,413.0,0.005302755620015043,955.4019962080289,0.6837201567070855,1397.3582420173336
6860.0,4997.0,0.257,5.78,2222.0,0.310913705583788,742.2306911325637,35.71045357605859,20.784689546205552
4070.0,406.0,0.93,15.0,473.0,0.18446337926035233,796.8290852201,20.452231128192143,38.96049679008957
14000.0,795.0,0.166,10.0,1942.0,0.6345177664975264,621.2182739433729,87.06886131799513,7.13479267489836
6895.0,7634.3,-0.029,12.8,5489.0,0.3125000000000318,741.6026080444277,35.91361319646985,20.64962397371156
424.0,7830.0,-0.0172,15.82,5616.0,0.019216823785353658,920.9657429940561,2.2845012280199635,403.1364622168669
1000.0,2107.0,-0.011,8.0,8503.0,0.045322697606966174,887.1292659772964,5.145040779948233,172.4241466529683
10000.0,745.0,0.729,10.0,409.0,0.4532269760696618,688.423692322029,55.46308524399162,12.412286285437153
15690.0,2457.0,0.276,10.01,897.0,0.7111131254532993,590.8425584907716,103.98166883966594,5.68217999464712
3393.0,1237.0,0.565,10.0,1998.0,0.15377991298043625,812.2649731182015,16.982533181003326,47.82943536520227
