row_id,source_dataset,source_row_id,geometry_family,data_type,fluid,pressure_kPa,mass_flux_kg_m2s,quality,subcooling_K,subcooling_kJkg,diameter_mm,heated_length_mm,CHF_kW_m2,reference_id,author,source_citation,inlet_temperature_C,assumptions,D_e_mm,wallpower,wallmesh,chf_location,shape,continuous,coil_no,appendix,rho_l_over_rho_g,fin_shape,fin_array,fin_width_um,fin_height_um,fin_spacing_um,coverage,porosity,mbl_lateral_um,mbl_total_um,roughness_factor,surface_material,heater_width_mm,orientation,angle_deg,tsat_minus_tpool_K,surface_tension_N_m,rho_l_kg_m3,cp_l_J_kgK,kl_W_mK,mu_l_Pa_s,alpha_m2_s,ja,r_bubble_m
nrc_groeneveld_24579pt__6605,nrc_groeneveld_24579pt,6606,tube,raw_experimental,water,114.0,92.2,0.887,,148.0,9.299999999999999,3048.0,150.0,21,,,68.09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
nrc_groeneveld_24579pt__6606,nrc_groeneveld_24579pt,6607,tube,raw_experimental,water,114.0,92.2,0.9,,149.0,9.299999999999999,3048.0,153.0,21,,,67.85,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
nrc_groeneveld_24579pt__6607,nrc_groeneveld_24579pt,6608,tube,raw_experimental,water,114.0,92.2,0.875,,86.0,9.299999999999999,3048.0,144.0,21,,,82.88,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
nrc_groeneveld_24579pt__6608,nrc_groeneveld_24579pt,6609,tube,raw_experimental,water,114.0,92.2,0.9,,95.0,9.299999999999999,3048.0,148.0,21,,,80.73,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
nrc_groeneveld_24579pt__6609,nrc_groeneveld_24579pt,6610,tube,raw_experimental,water,114.0,92.2,0.899,,160.0,9.299999999999999,3048.0,153.0,21,,,65.23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
nrc_groeneveld_24579pt__6610,nrc_groeneveld_24579pt,6611,tube,raw_experimental,water,114.0,92.2,0.922,,44.0,9.299999999999999,3048.0,148.0,21,,,92.87,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
nrc_groeneveld_24579pt__6611,nrc_groeneveld_24579pt,6612,tube,raw_experimental,water,114.0,92.2,0.9,,29.0,9.299999999999999,3048.0,144.0,21,,,96.43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
nrc_groeneveld_24579pt__6612,nrc_groeneveld_24579pt,6613,tube,raw_experimental,water,112.0,92.2,0.901,,340.0,9.299999999999999,2438.0,208.0,21,,,21.67,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
nrc_groeneveld_24579pt__6613,nrc_groeneveld_24579pt,6614,tube,raw_experimental,water,112.0,92.2,0.928,,311.0,9.299999999999999,2438.0,211.0,21,,,28.61,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
nrc_groeneveld_24579pt__6614,nrc_groeneveld_24579pt,6615,tube,raw_experimental,water,112.0,92.2,0.964,,227.0,9.299999999999999,2438.0,211.0,21,,,48.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
nrc_groeneveld_24579pt__6615,nrc_groeneveld_24579pt,6616,tube,raw_experimental,water,112.0,92.2,0.975,,204.0,9.299999999999999,2438.0,211.0,21,,,54.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
nrc_groeneveld_24579pt__6616,nrc_groeneveld_24579pt,6617,tube,raw_experimental,water,111.0,92.2,0.914,,180.0,9.299999999999999,2438.0,197.0,21,,,59.68,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
nrc_groeneveld_24579pt__6617,nrc_groeneveld_24579pt,6618,tube,raw_experimental,water,112.0,92.2,0.972,,178.0,9.299999999999999,2438.0,208.0,21,,,60.42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
nrc_groeneveld_24579pt__6618,nrc_groeneveld_24579pt,6619,tube,raw_experimental,water,112.0,92.2,0.944,,176.0,9.299999999999999,2438.0,202.0,21,,,60.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
nrc_groeneveld_24579pt__6619,nrc_groeneveld_24579pt,6620,tube,raw_experimental,water,112.0,92.2,0.947,,171.0,9.299999999999999,2438.0,202.0,21,,,62.09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
nrc_groeneveld_24579pt__6620,nrc_groeneveld_24579pt,6621,tube,raw_experimental,water,112.0,92.2,0.953,,124.0,9.299999999999999,2438.0,199.0,21,,,73.31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
nrc_groeneveld_24579pt__6621,nrc_groeneveld_24579pt,6622,tube,raw_experimental,water,112.0,92.2,0.944,,97.0,9.299999999999999,2438.0,195.0,21,,,79.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
nrc_groeneveld_24579pt__6622,nrc_groeneveld_24579pt,6623,tube,raw_experimental,water,111.0,92.2,0.934,,56.0,9.299999999999999,2438.0,189.0,21,,,89.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
nrc_groeneveld_24579pt__6623,nrc_groeneveld_24579pt,6624,tube,raw_experimental,water,111.0,92.2,0.948,,39.0,9.299999999999999,2438.0,191.0,21,,,93.29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
nrc_groeneveld_24579pt__6624,nrc_groeneveld_24579pt,6625,tube,raw_experimental,water,111.0,92.2,0.943,,19.0,9.299999999999999,2438.0,188.0,21,,,98.04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
nrc_groeneveld_24579pt__6625,nrc_groeneveld_24579pt,6626,tube,raw_experimental,water,111.0,92.2,0.949,,6.0,9.299999999999999,2438.0,188.0,21,,,101.13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
nrc_groeneveld_24579pt__6626,nrc_groeneveld_24579pt,6627,tube,raw_experimental,water,111.0,92.2,0.95,,2.0,9.299999999999999,2438.0,188.0,21,,,102.08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
nrc_groeneveld_24579pt__6627,nrc_groeneveld_24579pt,6628,tube,raw_experimental,water,111.0,92.2,0.922,,3.0,9.299999999999999,2438.0,182.0,21,,,101.84,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
nrc_groeneveld_24579pt__6628,nrc_groeneveld_24579pt,6629,tube,raw_experimental,water,119.0,119.3,0.893,,148.0,9.299999999999999,2438.0,244.0,21,,,69.33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
nrc_groeneveld_24579pt__6629,nrc_groeneveld_24579pt,6630,tube,raw_experimental,water,119.0,119.3,0.88,,138.0,9.299999999999999,2438.0,240.0,21,,,71.72,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
nrc_groeneveld_24579pt__6630,nrc_groeneveld_24579pt,6631,tube,raw_experimental,water,119.0,119.3,0.907,,91.0,9.299999999999999,2438.0,241.0,21,,,82.92,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
nrc_groeneveld_24579pt__6631,nrc_groeneveld_24579pt,6632,tube,raw_experimental,water,119.0,119.3,0.89,,54.0,9.299999999999999,2438.0,233.0,21,,,91.73,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
nrc_groeneveld_24579pt__6632,nrc_groeneveld_24579pt,6633,tube,raw_experimental,water,119.0,119.3,0.914,,49.0,9.299999999999999,2438.0,239.0,21,,,92.92,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
nrc_groeneveld_24579pt__6633,nrc_groeneveld_24579pt,6634,tube,raw_experimental,water,119.0,119.3,0.876,,13.0,9.299999999999999,2438.0,225.0,21,,,101.46,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
nrc_groeneveld_24579pt__6634,nrc_groeneveld_24579pt,6635,tube,raw_experimental,water,119.0,119.3,0.899,,36.0,9.299999999999999,2438.0,233.0,21,,,96.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
nrc_groeneveld_24579pt__6635,nrc_groeneveld_24579pt,6636,tube,raw_experimental,water,117.0,119.3,0.842,,250.0,9.299999999999999,2438.0,243.0,21,,,44.46,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
nrc_groeneveld_24579pt__6636,nrc_groeneveld_24579pt,6637,tube,raw_experimental,water,118.0,119.3,0.838,,247.0,9.299999999999999,2438.0,241.0,21,,,45.43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
nrc_groeneveld_24579pt__6637,nrc_groeneveld_24579pt,6638,tube,raw_experimental,water,118.0,119.3,0.867,,206.0,9.299999999999999,2438.0,244.0,21,,,55.23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
nrc_groeneveld_24579pt__6638,nrc_groeneveld_24579pt,6639,tube,raw_experimental,water,117.0,119.3,0.847,,199.0,9.299999999999999,2438.0,239.0,21,,,56.66,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
nrc_groeneveld_24579pt__6639,nrc_groeneveld_24579pt,6640,tube,raw_experimental,water,118.0,119.3,0.862,,191.0,9.299999999999999,2438.0,241.0,21,,,58.82,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
nrc_groeneveld_24579pt__6640,nrc_groeneveld_24579pt,6641,tube,raw_experimental,water,119.0,119.3,0.88,,113.0,9.299999999999999,2438.0,237.0,21,,,77.68,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
nrc_groeneveld_24579pt__6641,nrc_groeneveld_24579pt,6642,tube,raw_experimental,water,119.0,119.3,0.887,,111.0,9.299999999999999,2438.0,239.0,21,,,78.16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
nrc_groeneveld_24579pt__6642,nrc_groeneveld_24579pt,6643,tube,raw_experimental,water,119.0,119.3,0.902,,53.0,9.299999999999999,2438.0,236.0,21,,,91.96,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
nrc_groeneveld_24579pt__6643,nrc_groeneveld_24579pt,6644,tube,raw_experimental,water,119.0,119.3,0.872,,9.0,9.299999999999999,2438.0,223.0,21,,,102.41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
nrc_groeneveld_24579pt__6644,nrc_groeneveld_24579pt,6645,tube,raw_experimental,water,120.0,119.3,0.89,,-6.0,9.299999999999999,2438.0,226.0,21,,,104.78,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
nrc_groeneveld_24579pt__6645,nrc_groeneveld_24579pt,6646,tube,raw_experimental,water,117.0,119.3,0.883,,168.0,9.299999999999999,1829.0,326.0,21,,,64.07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
nrc_groeneveld_24579pt__6646,nrc_groeneveld_24579pt,6647,tube,raw_experimental,water,117.0,119.3,0.884,,165.0,9.299999999999999,1829.0,326.0,21,,,64.78,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
nrc_groeneveld_24579pt__6647,nrc_groeneveld_24579pt,6648,tube,raw_experimental,water,117.0,119.3,0.859,,135.0,9.299999999999999,1829.0,313.0,21,,,71.94,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
nrc_groeneveld_24579pt__6648,nrc_groeneveld_24579pt,6649,tube,raw_experimental,water,117.0,119.3,0.878,,106.0,9.299999999999999,1829.0,314.0,21,,,78.86,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
nrc_groeneveld_24579pt__6649,nrc_groeneveld_24579pt,6650,tube,raw_experimental,water,118.0,119.3,0.889,,70.0,9.299999999999999,1829.0,313.0,21,,,87.68,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
nrc_groeneveld_24579pt__6650,nrc_groeneveld_24579pt,6651,tube,raw_experimental,water,119.0,119.3,0.868,,31.0,9.299999999999999,1829.0,299.0,21,,,97.19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
nrc_groeneveld_24579pt__6651,nrc_groeneveld_24579pt,6652,tube,raw_experimental,water,134.0,162.7,0.779,,257.0,9.299999999999999,1829.0,412.0,21,,,46.77,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
nrc_groeneveld_24579pt__6652,nrc_groeneveld_24579pt,6653,tube,raw_experimental,water,136.0,162.7,0.811,,185.0,9.299999999999999,1829.0,412.0,21,,,64.42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
nrc_groeneveld_24579pt__6653,nrc_groeneveld_24579pt,6654,tube,raw_experimental,water,136.0,162.7,0.839,,113.0,9.299999999999999,1829.0,410.0,21,,,81.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
nrc_groeneveld_24579pt__6654,nrc_groeneveld_24579pt,6655,tube,raw_experimental,water,136.0,162.7,0.839,,112.0,9.299999999999999,1829.0,410.0,21,,,81.84,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
nrc_groeneveld_24579pt__6655,nrc_groeneveld_24579pt,6656,tube,raw_experimental,water,136.0,162.7,0.821,,99.0,9.299999999999999,1829.0,399.0,21,,,84.93,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
nrc_groeneveld_24579pt__6656,nrc_groeneveld_24579pt,6657,tube,raw_experimental,water,136.0,162.7,0.842,,98.0,9.299999999999999,1829.0,408.0,21,,,85.17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
nrc_groeneveld_24579pt__6657,nrc_groeneveld_24579pt,6658,tube,raw_experimental,water,136.0,162.7,0.848,,74.0,9.299999999999999,1829.0,406.0,21,,,90.88,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
nrc_groeneveld_24579pt__6658,nrc_groeneveld_24579pt,6659,tube,raw_experimental,water,137.0,162.7,0.854,,53.0,9.299999999999999,1829.0,404.0,21,,,96.09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
nrc_groeneveld_24579pt__6659,nrc_groeneveld_24579pt,6660,tube,raw_experimental,water,137.0,162.7,0.852,,39.0,9.299999999999999,1829.0,401.0,21,,,99.41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
nrc_groeneveld_24579pt__6660,nrc_groeneveld_24579pt,6661,tube,raw_experimental,water,137.0,162.7,0.861,,9.0,9.299999999999999,1829.0,399.0,21,,,106.52,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
nrc_groeneveld_24579pt__6661,nrc_groeneveld_24579pt,6662,tube,raw_experimental,water,136.0,162.7,0.852,,3.0,9.299999999999999,1829.0,393.0,21,,,107.72,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
nrc_groeneveld_24579pt__6662,nrc_groeneveld_24579pt,6663,tube,raw_experimental,water,136.0,162.7,0.851,,-5.0,9.299999999999999,1829.0,391.0,21,,,108.43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
nrc_groeneveld_24579pt__6663,nrc_groeneveld_24579pt,6664,tube,raw_experimental,water,114.0,92.2,0.896,,191.0,9.299999999999999,1829.0,258.0,21,,,57.82,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
nrc_groeneveld_24579pt__6664,nrc_groeneveld_24579pt,6665,tube,raw_experimental,water,114.0,92.2,0.859,,177.0,9.299999999999999,1829.0,247.0,21,,,61.17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
nrc_groeneveld_24579pt__6665,nrc_groeneveld_24579pt,6666,tube,raw_experimental,water,115.0,92.2,0.958,,179.0,9.299999999999999,1829.0,273.0,21,,,60.94,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
nrc_groeneveld_24579pt__6666,nrc_groeneveld_24579pt,6667,tube,raw_experimental,water,114.0,92.2,0.902,,177.0,9.299999999999999,1829.0,258.0,21,,,61.17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
nrc_groeneveld_24579pt__6667,nrc_groeneveld_24579pt,6668,tube,raw_experimental,water,114.0,92.2,0.973,,155.0,9.299999999999999,1829.0,273.0,21,,,66.42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
nrc_groeneveld_24579pt__6668,nrc_groeneveld_24579pt,6669,tube,raw_experimental,water,113.0,92.2,0.917,,119.0,9.299999999999999,1829.0,255.0,21,,,74.76,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
nrc_groeneveld_24579pt__6669,nrc_groeneveld_24579pt,6670,tube,raw_experimental,water,114.0,92.2,0.92,,113.0,9.299999999999999,1829.0,255.0,21,,,76.44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
nrc_groeneveld_24579pt__6670,nrc_groeneveld_24579pt,6671,tube,raw_experimental,water,114.0,92.2,0.932,,71.0,9.299999999999999,1829.0,253.0,21,,,86.45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
nrc_groeneveld_24579pt__6671,nrc_groeneveld_24579pt,6672,tube,raw_experimental,water,112.0,92.2,0.923,,41.0,9.299999999999999,1829.0,247.0,21,,,93.07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
nrc_groeneveld_24579pt__6672,nrc_groeneveld_24579pt,6673,tube,raw_experimental,water,114.0,92.2,0.93,,11.0,9.299999999999999,1829.0,245.0,21,,,100.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
nrc_groeneveld_24579pt__6673,nrc_groeneveld_24579pt,6674,tube,raw_experimental,water,123.0,119.3,0.894,,222.0,9.299999999999999,1829.0,337.0,21,,,52.62,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
nrc_groeneveld_24579pt__6674,nrc_groeneveld_24579pt,6675,tube,raw_experimental,water,122.0,119.3,0.866,,186.0,9.299999999999999,1829.0,322.0,21,,,60.98,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
nrc_groeneveld_24579pt__6675,nrc_groeneveld_24579pt,6676,tube,raw_experimental,water,122.0,119.3,0.899,,148.0,9.299999999999999,1829.0,328.0,21,,,70.06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
nrc_groeneveld_24579pt__6676,nrc_groeneveld_24579pt,6677,tube,raw_experimental,water,121.0,119.3,0.909,,124.0,9.299999999999999,1829.0,328.0,21,,,75.54,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
nrc_groeneveld_24579pt__6677,nrc_groeneveld_24579pt,6678,tube,raw_experimental,water,119.0,119.3,0.896,,81.0,9.299999999999999,1829.0,318.0,21,,,85.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
nrc_groeneveld_24579pt__6678,nrc_groeneveld_24579pt,6679,tube,raw_experimental,water,119.0,119.3,0.888,,74.0,9.299999999999999,1829.0,314.0,21,,,86.97,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
nrc_groeneveld_24579pt__6679,nrc_groeneveld_24579pt,6680,tube,raw_experimental,water,119.0,119.3,0.905,,62.0,9.299999999999999,1829.0,318.0,21,,,89.82,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
nrc_groeneveld_24579pt__6680,nrc_groeneveld_24579pt,6681,tube,raw_experimental,water,119.0,119.3,0.916,,36.0,9.299999999999999,1829.0,318.0,21,,,96.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
nrc_groeneveld_24579pt__6681,nrc_groeneveld_24579pt,6682,tube,raw_experimental,water,121.0,119.3,0.905,,13.0,9.299999999999999,1829.0,311.0,21,,,101.94,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
nrc_groeneveld_24579pt__6682,nrc_groeneveld_24579pt,6683,tube,raw_experimental,water,122.0,119.3,0.91,,2.0,9.299999999999999,1829.0,311.0,21,,,104.79,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
nrc_groeneveld_24579pt__6683,nrc_groeneveld_24579pt,6684,tube,raw_experimental,water,112.0,92.2,0.879,,140.0,9.299999999999999,1219.0,371.0,21,,,69.49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
nrc_groeneveld_24579pt__6684,nrc_groeneveld_24579pt,6685,tube,raw_experimental,water,112.0,92.2,0.898,,145.0,9.299999999999999,1219.0,379.0,21,,,68.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
nrc_groeneveld_24579pt__6685,nrc_groeneveld_24579pt,6686,tube,raw_experimental,water,110.0,92.2,0.852,,183.0,9.299999999999999,1219.0,368.0,21,,,58.71,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
nrc_groeneveld_24579pt__6686,nrc_groeneveld_24579pt,6687,tube,raw_experimental,water,111.0,92.2,0.916,,185.0,9.299999999999999,1219.0,393.0,21,,,58.49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
nrc_groeneveld_24579pt__6687,nrc_groeneveld_24579pt,6688,tube,raw_experimental,water,111.0,92.2,0.887,,186.0,9.299999999999999,1219.0,382.0,21,,,58.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
nrc_groeneveld_24579pt__6688,nrc_groeneveld_24579pt,6689,tube,raw_experimental,water,112.0,92.2,0.923,,154.0,9.299999999999999,1219.0,390.0,21,,,66.15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
nrc_groeneveld_24579pt__6689,nrc_groeneveld_24579pt,6690,tube,raw_experimental,water,112.0,92.2,0.909,,120.0,9.299999999999999,1219.0,379.0,21,,,74.26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
nrc_groeneveld_24579pt__6690,nrc_groeneveld_24579pt,6691,tube,raw_experimental,water,112.0,92.2,0.913,,80.0,9.299999999999999,1219.0,373.0,21,,,83.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
nrc_groeneveld_24579pt__6691,nrc_groeneveld_24579pt,6692,tube,raw_experimental,water,112.0,92.2,0.9,,45.0,9.299999999999999,1219.0,362.0,21,,,92.12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
nrc_groeneveld_24579pt__6692,nrc_groeneveld_24579pt,6693,tube,raw_experimental,water,112.0,92.2,0.926,,50.0,9.299999999999999,1219.0,373.0,21,,,90.93,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
nrc_groeneveld_24579pt__6693,nrc_groeneveld_24579pt,6694,tube,raw_experimental,water,113.0,92.2,0.934,,16.0,9.299999999999999,1219.0,371.0,21,,,99.26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
nrc_groeneveld_24579pt__6694,nrc_groeneveld_24579pt,6695,tube,raw_experimental,water,114.0,92.2,0.94,,4.0,9.299999999999999,1219.0,371.0,21,,,102.36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
nrc_groeneveld_24579pt__6695,nrc_groeneveld_24579pt,6696,tube,raw_experimental,water,117.0,119.3,0.823,,199.0,9.299999999999999,1219.0,466.0,21,,,56.66,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
nrc_groeneveld_24579pt__6696,nrc_groeneveld_24579pt,6697,tube,raw_experimental,water,117.0,119.3,0.831,,181.0,9.299999999999999,1219.0,466.0,21,,,60.96,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
nrc_groeneveld_24579pt__6697,nrc_groeneveld_24579pt,6698,tube,raw_experimental,water,115.0,119.3,0.855,,125.0,9.299999999999999,1219.0,466.0,21,,,73.83,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
nrc_groeneveld_24579pt__6698,nrc_groeneveld_24579pt,6699,tube,raw_experimental,water,115.0,119.3,0.843,,91.0,9.299999999999999,1219.0,452.0,21,,,81.94,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
nrc_groeneveld_24579pt__6699,nrc_groeneveld_24579pt,6700,tube,raw_experimental,water,114.0,119.3,0.851,,59.0,9.299999999999999,1219.0,449.0,21,,,89.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
nrc_groeneveld_24579pt__6700,nrc_groeneveld_24579pt,6701,tube,raw_experimental,water,117.0,119.3,0.87,,29.0,9.299999999999999,1219.0,452.0,21,,,97.18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
nrc_groeneveld_24579pt__6701,nrc_groeneveld_24579pt,6702,tube,raw_experimental,water,117.0,119.3,0.879,,10.0,9.299999999999999,1219.0,452.0,21,,,101.68,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
nrc_groeneveld_24579pt__6702,nrc_groeneveld_24579pt,6703,tube,raw_experimental,water,118.0,119.3,0.881,,-5.0,9.299999999999999,1219.0,449.0,21,,,104.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
nrc_groeneveld_24579pt__6703,nrc_groeneveld_24579pt,6704,tube,raw_experimental,water,132.0,162.7,0.743,,154.0,9.299999999999999,1219.0,561.0,21,,,70.94,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
nrc_groeneveld_24579pt__6704,nrc_groeneveld_24579pt,6705,tube,raw_experimental,water,132.0,162.7,0.737,,149.0,9.299999999999999,1219.0,556.0,21,,,72.13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
nrc_groeneveld_24579pt__6705,nrc_groeneveld_24579pt,6706,tube,raw_experimental,water,133.0,162.7,0.78,,108.0,9.299999999999999,1219.0,573.0,21,,,82.13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
nrc_groeneveld_24579pt__6706,nrc_groeneveld_24579pt,6707,tube,raw_experimental,water,136.0,162.7,0.81,,60.0,9.299999999999999,1219.0,578.0,21,,,94.21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
nrc_groeneveld_24579pt__6707,nrc_groeneveld_24579pt,6708,tube,raw_experimental,water,136.0,162.7,0.814,,59.0,9.299999999999999,1219.0,581.0,21,,,94.45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
nrc_groeneveld_24579pt__6708,nrc_groeneveld_24579pt,6709,tube,raw_experimental,water,140.0,162.7,0.745,,294.0,9.299999999999999,1219.0,606.0,21,,,39.23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
nrc_groeneveld_24579pt__6709,nrc_groeneveld_24579pt,6710,tube,raw_experimental,water,188.0,298.3,0.612,,203.0,9.299999999999999,1219.0,884.0,21,,,70.06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
nrc_groeneveld_24579pt__6710,nrc_groeneveld_24579pt,6711,tube,raw_experimental,water,185.0,301.0,0.599,,184.0,9.299999999999999,1219.0,862.0,21,,,74.09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
nrc_groeneveld_24579pt__6711,nrc_groeneveld_24579pt,6712,tube,raw_experimental,water,188.0,301.0,0.598,,197.0,9.299999999999999,1219.0,867.0,21,,,71.49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
nrc_groeneveld_24579pt__6712,nrc_groeneveld_24579pt,6713,tube,raw_experimental,water,192.0,298.3,0.608,,129.0,9.299999999999999,1219.0,837.0,21,,,88.36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
nrc_groeneveld_24579pt__6713,nrc_groeneveld_24579pt,6714,tube,raw_experimental,water,192.0,298.3,0.61,,126.0,9.299999999999999,1219.0,837.0,21,,,89.07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
nrc_groeneveld_24579pt__6714,nrc_groeneveld_24579pt,6715,tube,raw_experimental,water,192.0,299.7,0.593,,207.0,9.299999999999999,1219.0,865.0,21,,,69.77,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
